,date,open,high,low,close,volume
0,2023-08-10 09:15:00+05:30,19605.55,19615.5,19574.85,19575.1,0
1,2023-08-10 09:20:00+05:30,19576.25,19587.5,19568.35,19580.7,0
2,2023-08-10 09:25:00+05:30,19580.15,19589.95,19577.4,19585.0,0
3,2023-08-10 09:30:00+05:30,19583.4,19602.9,19571.2,19600.05,0
4,2023-08-10 09:35:00+05:30,19600.25,19600.55,19590.1,19592.1,0
5,2023-08-10 09:40:00+05:30,19592.8,19594.35,19584.0,19590.45,0
6,2023-08-10 09:45:00+05:30,19590.5,19594.65,19575.3,19578.9,0
7,2023-08-10 09:50:00+05:30,19578.95,19587.45,19577.25,19582.75,0
8,2023-08-10 09:55:00+05:30,19583.6,19584.65,19578.2,19582.45,0
9,2023-08-10 10:00:00+05:30,19582.3,19605.45,19570.95,19596.75,0
10,2023-08-10 10:05:00+05:30,19598.15,19621.95,19598.15,19610.85,0
11,2023-08-10 10:10:00+05:30,19611.2,19619.35,19601.05,19617.8,0
12,2023-08-10 10:15:00+05:30,19617.35,19621.95,19605.0,19616.7,0
13,2023-08-10 10:20:00+05:30,19617.5,19621.3,19549.6,19557.8,0
14,2023-08-10 10:25:00+05:30,19555.45,19555.75,19534.8,19539.6,0
15,2023-08-10 10:30:00+05:30,19538.45,19540.2,19507.55,19514.2,0
16,2023-08-10 10:35:00+05:30,19514.8,19522.95,19503.5,19508.0,0
17,2023-08-10 10:40:00+05:30,19506.95,19510.05,19496.3,19505.9,0
18,2023-08-10 10:45:00+05:30,19506.3,19537.75,19503.5,19526.15,0
19,2023-08-10 10:50:00+05:30,19526.2,19560.6,19522.05,19550.55,0
20,2023-08-10 10:55:00+05:30,19551.35,19557.1,19539.2,19545.95,0
21,2023-08-10 11:00:00+05:30,19545.75,19547.8,19531.85,19543.0,0
22,2023-08-10 11:05:00+05:30,19542.75,19554.1,19537.55,19538.9,0
23,2023-08-10 11:10:00+05:30,19538.9,19544.95,19534.6,19534.6,0
24,2023-08-10 11:15:00+05:30,19533.8,19541.05,19531.7,19539.55,0
25,2023-08-10 11:20:00+05:30,19539.25,19544.1,19531.75,19540.15,0
26,2023-08-10 11:25:00+05:30,19539.55,19539.55,19530.2,19537.1,0
27,2023-08-10 11:30:00+05:30,19535.4,19540.2,19529.35,19538.7,0
28,2023-08-10 11:35:00+05:30,19538.75,19542.3,19536.05,19536.05,0
29,2023-08-10 11:40:00+05:30,19536.85,19547.1,19532.2,19544.75,0
30,2023-08-10 11:45:00+05:30,19545.35,19551.5,19537.95,19542.85,0
31,2023-08-10 11:50:00+05:30,19542.0,19565.3,19540.45,19565.3,0
32,2023-08-10 11:55:00+05:30,19565.35,19579.45,19563.85,19575.1,0
33,2023-08-10 12:00:00+05:30,19575.2,19580.8,19572.25,19579.0,0
34,2023-08-10 12:05:00+05:30,19577.9,19581.75,19575.55,19580.4,0
35,2023-08-10 12:10:00+05:30,19578.35,19579.3,19548.2,19550.95,0
36,2023-08-10 12:15:00+05:30,19550.55,19556.65,19542.9,19553.1,0
37,2023-08-10 12:20:00+05:30,19553.1,19561.05,19546.45,19561.05,0
38,2023-08-10 12:25:00+05:30,19559.7,19562.8,19551.1,19560.35,0
39,2023-08-10 12:30:00+05:30,19561.0,19561.45,19545.05,19545.05,0
40,2023-08-10 12:35:00+05:30,19546.65,19561.0,19545.75,19557.4,0
41,2023-08-10 12:40:00+05:30,19558.75,19567.45,19556.3,19565.65,0
42,2023-08-10 12:45:00+05:30,19566.15,19569.5,19558.6,19564.85,0
43,2023-08-10 12:50:00+05:30,19564.3,19569.25,19561.95,19566.25,0
44,2023-08-10 12:55:00+05:30,19567.15,19569.45,19556.7,19559.65,0
45,2023-08-10 13:00:00+05:30,19559.2,19579.1,19557.35,19579.1,0
46,2023-08-10 13:05:00+05:30,19578.35,19588.2,19577.0,19578.9,0
47,2023-08-10 13:10:00+05:30,19577.8,19587.45,19576.1,19585.0,0
48,2023-08-10 13:15:00+05:30,19586.05,19599.0,19578.35,19579.1,0
49,2023-08-10 13:20:00+05:30,19577.1,19581.7,19564.55,19566.5,0
50,2023-08-10 13:25:00+05:30,19565.15,19565.8,19536.8,19543.6,0
51,2023-08-10 13:30:00+05:30,19543.5,19554.05,19536.0,19553.7,0
52,2023-08-10 13:35:00+05:30,19553.1,19554.7,19544.25,19547.95,0
53,2023-08-10 13:40:00+05:30,19547.2,19554.85,19541.35,19546.0,0
54,2023-08-10 13:45:00+05:30,19545.2,19550.25,19531.8,19540.75,0
55,2023-08-10 13:50:00+05:30,19540.05,19540.2,19506.55,19514.3,0
56,2023-08-10 13:55:00+05:30,19514.0,19530.25,19512.35,19513.8,0
57,2023-08-10 14:00:00+05:30,19513.95,19520.9,19503.1,19514.4,0
58,2023-08-10 14:05:00+05:30,19513.05,19548.3,19512.1,19547.7,0
59,2023-08-10 14:10:00+05:30,19547.15,19550.15,19536.2,19543.75,0
60,2023-08-10 14:15:00+05:30,19543.55,19558.2,19540.5,19542.15,0
61,2023-08-10 14:20:00+05:30,19541.65,19547.7,19535.8,19543.4,0
62,2023-08-10 14:25:00+05:30,19542.15,19547.2,19538.8,19540.85,0
63,2023-08-10 14:30:00+05:30,19538.4,19557.25,19532.35,19555.95,0
64,2023-08-10 14:35:00+05:30,19555.3,19556.05,19541.5,19545.05,0
65,2023-08-10 14:40:00+05:30,19543.7,19547.25,19533.9,19542.85,0
66,2023-08-10 14:45:00+05:30,19542.35,19546.25,19530.65,19535.05,0
67,2023-08-10 14:50:00+05:30,19534.95,19534.95,19523.7,19533.15,0
68,2023-08-10 14:55:00+05:30,19532.45,19546.8,19527.6,19528.05,0
69,2023-08-10 15:00:00+05:30,19527.85,19536.65,19517.95,19526.15,0
70,2023-08-10 15:05:00+05:30,19525.9,19550.85,19524.45,19549.15,0
71,2023-08-10 15:10:00+05:30,19548.6,19551.65,19542.35,19545.95,0
72,2023-08-10 15:15:00+05:30,19546.35,19551.3,19535.3,19535.8,0
73,2023-08-10 15:20:00+05:30,19535.45,19549.7,19535.3,19549.7,0
74,2023-08-10 15:25:00+05:30,19549.3,19554.75,19543.8,19549.2,0
75,2023-08-11 09:15:00+05:30,19554.25,19555.15,19490.85,19495.8,0
76,2023-08-11 09:20:00+05:30,19494.85,19500.75,19480.1,19485.5,0
77,2023-08-11 09:25:00+05:30,19485.05,19491.85,19479.35,19490.45,0
78,2023-08-11 09:30:00+05:30,19490.65,19498.75,19484.35,19486.85,0
79,2023-08-11 09:35:00+05:30,19486.35,19489.95,19471.1,19471.6,0
80,2023-08-11 09:40:00+05:30,19472.0,19479.15,19465.6,19476.35,0
81,2023-08-11 09:45:00+05:30,19476.6,19478.55,19468.7,19470.4,0
82,2023-08-11 09:50:00+05:30,19471.05,19471.45,19461.35,19466.3,0
83,2023-08-11 09:55:00+05:30,19466.25,19469.9,19459.1,19466.65,0
84,2023-08-11 10:00:00+05:30,19467.3,19478.7,19465.55,19468.25,0
85,2023-08-11 10:05:00+05:30,19468.45,19469.65,19453.35,19459.45,0
86,2023-08-11 10:10:00+05:30,19460.15,19464.15,19456.25,19459.6,0
87,2023-08-11 10:15:00+05:30,19459.45,19471.2,19454.15,19471.2,0
88,2023-08-11 10:20:00+05:30,19470.9,19474.95,19467.55,19469.75,0
89,2023-08-11 10:25:00+05:30,19470.6,19473.75,19463.8,19471.05,0
90,2023-08-11 10:30:00+05:30,19471.05,19479.05,19470.7,19475.85,0
91,2023-08-11 10:35:00+05:30,19475.05,19476.2,19465.8,19468.85,0
92,2023-08-11 10:40:00+05:30,19468.0,19472.6,19464.8,19470.45,0
93,2023-08-11 10:45:00+05:30,19470.5,19476.75,19469.05,19475.6,0
94,2023-08-11 10:50:00+05:30,19475.8,19477.8,19464.95,19467.15,0
95,2023-08-11 10:55:00+05:30,19466.9,19468.65,19459.95,19460.65,0
96,2023-08-11 11:00:00+05:30,19460.7,19460.9,19442.0,19449.25,0
97,2023-08-11 11:05:00+05:30,19449.7,19457.4,19447.95,19456.4,0
98,2023-08-11 11:10:00+05:30,19456.5,19468.85,19454.95,19463.95,0
99,2023-08-11 11:15:00+05:30,19463.35,19464.3,19458.3,19458.3,0
100,2023-08-11 11:20:00+05:30,19457.8,19472.5,19457.8,19470.65,0
101,2023-08-11 11:25:00+05:30,19470.9,19472.15,19462.65,19465.85,0
102,2023-08-11 11:30:00+05:30,19465.8,19467.7,19450.75,19452.8,0
103,2023-08-11 11:35:00+05:30,19452.5,19453.0,19441.15,19447.25,0
104,2023-08-11 11:40:00+05:30,19446.5,19447.5,19437.9,19442.6,0
105,2023-08-11 11:45:00+05:30,19443.2,19447.35,19440.6,19443.0,0
106,2023-08-11 11:50:00+05:30,19442.1,19445.9,19440.25,19444.0,0
107,2023-08-11 11:55:00+05:30,19443.3,19450.4,19435.25,19450.3,0
108,2023-08-11 12:00:00+05:30,19450.0,19454.4,19443.15,19444.45,0
109,2023-08-11 12:05:00+05:30,19445.15,19457.4,19443.25,19454.85,0
110,2023-08-11 12:10:00+05:30,19454.7,19455.45,19447.1,19449.95,0
111,2023-08-11 12:15:00+05:30,19449.35,19450.75,19444.15,19445.25,0
112,2023-08-11 12:20:00+05:30,19445.7,19454.0,19445.25,19451.35,0
113,2023-08-11 12:25:00+05:30,19451.8,19455.25,19444.9,19446.2,0
114,2023-08-11 12:30:00+05:30,19446.4,19454.6,19443.45,19451.8,0
115,2023-08-11 12:35:00+05:30,19452.55,19457.4,19445.85,19453.95,0
116,2023-08-11 12:40:00+05:30,19453.85,19457.45,19444.85,19454.15,0
117,2023-08-11 12:45:00+05:30,19454.15,19462.4,19451.5,19453.2,0
118,2023-08-11 12:50:00+05:30,19452.8,19454.05,19437.8,19437.95,0
119,2023-08-11 12:55:00+05:30,19438.95,19449.45,19436.25,19437.85,0
120,2023-08-11 13:00:00+05:30,19438.65,19478.75,19437.45,19477.85,0
121,2023-08-11 13:05:00+05:30,19477.3,19488.3,19469.65,19475.15,0
122,2023-08-11 13:10:00+05:30,19475.25,19484.25,19473.3,19482.2,0
123,2023-08-11 13:15:00+05:30,19482.6,19488.45,19477.1,19480.3,0
124,2023-08-11 13:20:00+05:30,19479.6,19492.65,19479.6,19488.55,0
125,2023-08-11 13:25:00+05:30,19486.9,19489.75,19478.25,19482.35,0
126,2023-08-11 13:30:00+05:30,19482.8,19483.25,19472.45,19482.7,0
127,2023-08-11 13:35:00+05:30,19481.85,19483.4,19462.2,19464.25,0
128,2023-08-11 13:40:00+05:30,19462.1,19468.35,19457.35,19467.5,0
129,2023-08-11 13:45:00+05:30,19467.7,19482.45,19463.45,19481.2,0
130,2023-08-11 13:50:00+05:30,19481.85,19484.9,19470.95,19476.75,0
131,2023-08-11 13:55:00+05:30,19476.35,19486.5,19475.7,19482.95,0
132,2023-08-11 14:00:00+05:30,19482.8,19485.35,19474.95,19480.3,0
133,2023-08-11 14:05:00+05:30,19481.2,19481.2,19463.5,19471.95,0
134,2023-08-11 14:10:00+05:30,19471.65,19476.05,19466.7,19470.7,0
135,2023-08-11 14:15:00+05:30,19470.8,19479.5,19469.1,19470.3,0
136,2023-08-11 14:20:00+05:30,19471.05,19480.9,19464.9,19477.25,0
137,2023-08-11 14:25:00+05:30,19476.55,19481.95,19475.3,19479.05,0
138,2023-08-11 14:30:00+05:30,19479.35,19486.0,19478.05,19479.45,0
139,2023-08-11 14:35:00+05:30,19479.9,19484.55,19468.95,19468.95,0
140,2023-08-11 14:40:00+05:30,19469.55,19469.55,19450.25,19455.7,0
141,2023-08-11 14:45:00+05:30,19455.75,19462.3,19452.05,19453.85,0
142,2023-08-11 14:50:00+05:30,19454.25,19461.35,19449.0,19454.75,0
143,2023-08-11 14:55:00+05:30,19454.65,19470.65,19449.25,19465.6,0
144,2023-08-11 15:00:00+05:30,19466.9,19468.65,19420.8,19425.75,0
145,2023-08-11 15:05:00+05:30,19426.2,19433.95,19416.6,19419.7,0
146,2023-08-11 15:10:00+05:30,19420.15,19426.6,19415.15,19415.85,0
147,2023-08-11 15:15:00+05:30,19415.9,19431.0,19415.9,19430.25,0
148,2023-08-11 15:20:00+05:30,19430.4,19439.1,19425.25,19432.55,0
149,2023-08-11 15:25:00+05:30,19433.1,19435.0,19413.8,19424.25,0
150,2023-08-14 09:15:00+05:30,19383.95,19389.8,19298.45,19303.7,0
151,2023-08-14 09:20:00+05:30,19302.65,19306.1,19269.75,19269.9,0
152,2023-08-14 09:25:00+05:30,19271.85,19290.55,19269.75,19289.0,0
153,2023-08-14 09:30:00+05:30,19288.4,19288.7,19261.85,19264.4,0
154,2023-08-14 09:35:00+05:30,19265.1,19292.25,19258.2,19290.7,0
155,2023-08-14 09:40:00+05:30,19290.65,19308.3,19284.65,19304.8,0
156,2023-08-14 09:45:00+05:30,19306.35,19316.6,19303.95,19314.85,0
157,2023-08-14 09:50:00+05:30,19315.95,19318.25,19297.9,19299.7,0
158,2023-08-14 09:55:00+05:30,19298.75,19312.3,19296.1,19309.8,0
159,2023-08-14 10:00:00+05:30,19310.85,19321.0,19299.4,19319.4,0
160,2023-08-14 10:05:00+05:30,19319.45,19321.2,19306.05,19316.45,0
161,2023-08-14 10:10:00+05:30,19316.7,19324.1,19312.75,19319.8,0
162,2023-08-14 10:15:00+05:30,19320.5,19322.05,19312.8,19319.4,0
163,2023-08-14 10:20:00+05:30,19319.75,19321.55,19309.75,19311.6,0
164,2023-08-14 10:25:00+05:30,19311.6,19314.8,19308.1,19313.15,0
165,2023-08-14 10:30:00+05:30,19312.75,19322.2,19303.3,19305.35,0
166,2023-08-14 10:35:00+05:30,19305.45,19312.9,19303.15,19305.3,0
167,2023-08-14 10:40:00+05:30,19305.75,19314.2,19301.0,19310.7,0
168,2023-08-14 10:45:00+05:30,19312.25,19314.9,19305.2,19308.85,0
169,2023-08-14 10:50:00+05:30,19307.95,19314.1,19302.8,19311.4,0
170,2023-08-14 10:55:00+05:30,19311.65,19318.7,19308.05,19317.1,0
171,2023-08-14 11:00:00+05:30,19315.3,19320.9,19310.4,19319.75,0
172,2023-08-14 11:05:00+05:30,19319.7,19323.55,19314.7,19317.5,0
173,2023-08-14 11:10:00+05:30,19318.45,19322.35,19315.85,19316.45,0
174,2023-08-14 11:15:00+05:30,19317.05,19332.65,19316.0,19331.0,0
175,2023-08-14 11:20:00+05:30,19330.8,19350.1,19328.6,19349.15,0
176,2023-08-14 11:25:00+05:30,19349.75,19353.3,19344.8,19349.6,0
177,2023-08-14 11:30:00+05:30,19350.4,19355.45,19343.6,19353.65,0
178,2023-08-14 11:35:00+05:30,19352.95,19356.6,19347.25,19349.75,0
179,2023-08-14 11:40:00+05:30,19349.8,19357.0,19345.2,19354.15,0
180,2023-08-14 11:45:00+05:30,19353.85,19358.4,19342.6,19344.9,0
181,2023-08-14 11:50:00+05:30,19344.3,19356.4,19341.15,19355.4,0
182,2023-08-14 11:55:00+05:30,19355.35,19357.1,19351.8,19355.4,0
183,2023-08-14 12:00:00+05:30,19355.0,19365.95,19352.1,19362.0,0
184,2023-08-14 12:05:00+05:30,19362.2,19368.0,19360.85,19365.0,0
185,2023-08-14 12:10:00+05:30,19364.75,19379.8,19360.6,19379.0,0
186,2023-08-14 12:15:00+05:30,19379.8,19385.35,19377.55,19378.2,0
187,2023-08-14 12:20:00+05:30,19378.45,19378.75,19369.75,19370.35,0
188,2023-08-14 12:25:00+05:30,19370.05,19374.1,19362.35,19374.1,0
189,2023-08-14 12:30:00+05:30,19374.4,19377.55,19365.55,19367.6,0
190,2023-08-14 12:35:00+05:30,19368.15,19368.15,19359.95,19367.0,0
191,2023-08-14 12:40:00+05:30,19366.75,19372.5,19363.3,19364.75,0
192,2023-08-14 12:45:00+05:30,19365.15,19365.15,19351.2,19353.1,0
193,2023-08-14 12:50:00+05:30,19352.95,19355.25,19345.95,19354.65,0
194,2023-08-14 12:55:00+05:30,19354.85,19359.3,19350.1,19353.05,0
195,2023-08-14 13:00:00+05:30,19352.85,19366.65,19351.0,19361.75,0
196,2023-08-14 13:05:00+05:30,19363.35,19370.6,19361.95,19364.35,0
197,2023-08-14 13:10:00+05:30,19364.05,19366.3,19350.1,19362.15,0
198,2023-08-14 13:15:00+05:30,19361.75,19365.9,19357.55,19361.75,0
199,2023-08-14 13:20:00+05:30,19361.55,19364.05,19351.6,19364.05,0
200,2023-08-14 13:25:00+05:30,19362.85,19373.8,19362.35,19372.75,0
201,2023-08-14 13:30:00+05:30,19372.6,19387.45,19367.15,19387.45,0
202,2023-08-14 13:35:00+05:30,19387.75,19393.7,19383.9,19392.2,0
203,2023-08-14 13:40:00+05:30,19391.75,19393.45,19384.3,19386.65,0
204,2023-08-14 13:45:00+05:30,19386.35,19401.8,19385.8,19401.8,0
205,2023-08-14 13:50:00+05:30,19401.7,19405.05,19398.45,19401.85,0
206,2023-08-14 13:55:00+05:30,19402.5,19407.1,19399.7,19403.8,0
207,2023-08-14 14:00:00+05:30,19403.7,19415.5,19403.25,19411.45,0
208,2023-08-14 14:05:00+05:30,19411.8,19420.85,19405.1,19420.35,0
209,2023-08-14 14:10:00+05:30,19420.6,19434.15,19418.95,19430.35,0
210,2023-08-14 14:15:00+05:30,19429.85,19436.8,19426.6,19434.05,0
211,2023-08-14 14:20:00+05:30,19433.0,19433.0,19417.75,19422.65,0
212,2023-08-14 14:25:00+05:30,19423.35,19423.35,19407.05,19421.4,0
213,2023-08-14 14:30:00+05:30,19421.1,19428.6,19418.0,19428.2,0
214,2023-08-14 14:35:00+05:30,19428.25,19432.9,19420.65,19424.7,0
215,2023-08-14 14:40:00+05:30,19424.6,19433.2,19419.9,19433.0,0
216,2023-08-14 14:45:00+05:30,19433.15,19453.8,19431.75,19453.8,0
217,2023-08-14 14:50:00+05:30,19453.55,19454.35,19444.85,19449.0,0
218,2023-08-14 14:55:00+05:30,19449.05,19458.45,19445.95,19458.45,0
219,2023-08-14 15:00:00+05:30,19459.05,19465.3,19448.85,19451.55,0
220,2023-08-14 15:05:00+05:30,19451.9,19461.45,19435.75,19438.8,0
221,2023-08-14 15:10:00+05:30,19439.25,19441.9,19428.9,19430.95,0
222,2023-08-14 15:15:00+05:30,19431.15,19437.1,19422.55,19427.8,0
223,2023-08-14 15:20:00+05:30,19428.45,19428.85,19413.75,19420.55,0
224,2023-08-14 15:25:00+05:30,19421.5,19426.2,19408.4,19413.65,0
